name,content,stars,upvote,time,location
红皇后,绝对是生命三部曲最好看的一部，当你将生命急速拉长到终点时，这世界的一切标准都粉碎殆尽，生活变成了生存，如果没有疾病，凌敏永远不会遇到吕途，不会发现他身上的闪光点，不会发现生命的另一个维度。所以勇敢去探索吧，这个世界有太多惊喜了。两个拿着对讲机大喊“奥利给”时，真的泪崩。好看不仅是一众演技派的加持，也是拍出了那种面对生命最深处的生存渴望时，个人有多么渺小无力，但是也许我们可以彼此支撑，找到生存下去的勇气，就像歌词里唱的“因为有像你一样的人存在，我稍稍喜欢上这个世界了”。ps：我们彭彭终于接到吻戏了，未来可期哦。,4,0,2024/3/24,黑龙江
格兰芬多,看完《我们一起摇太阳》，感觉这片子真的没必要挤进春节档里。演员的演技完全没有问题，非常的入戏。但是故事实在是不能让人满意。模式化的故事配上绝症的设定真的已经不再有共鸣，也许深层的立意是好的。希望这是韩延最后一次碰绝症题材，消费的有些过度了…,3,5,2024/2/11,山东
壹颗粽子🌈,赶在下映前看了最后一场，“生命三部曲”完美收官，整个影厅里哭的稀里哗啦，有一说一的确不太适合传统中国新年的春节档，希望3月底再映能有好的成绩！,5,1,2024/2/15,上海
sweetbear,有笑有泪，细节蛮丰富。两个演员表演增色，彭彭的哭戏一直非常棒。,4,10,2024/2/10,北京
是贝阿朵莉切啊,比小红花好多了,4,14,2024/2/16,湖北
O型血,没头脑和不高兴的催泪爱情，真诚陪伴理解。家人们好好呀。电影院里只有我是一个人来的，其他观众都是一男一女的年轻人，大概是情侣吧。希望今年脱单，可以和她一起来看电影。片尾曲不错。,5,0,2024/4/20,山东
饮歌,只有吕途和凌敏在一起，太阳才能被摇动，旅途才能继续，生活才能灵敏。韩延的电影一如既往的催泪，但是我哭的心甘情愿，也不会骂它故意催泪。,4,0,2024/4/8,加拿大
嘉南,都说《红毯先生》不适合春节档，其实最不适合春节档的是这部片。,2,27,2024/2/12,浙江
Koel,卖惨和卖萌的叠加态，令人无所适从。,2,2,2024/4/5,广东
森林中的柯莱蒂,哭了 看完的后遗症就是不敢憋尿  好怕,3,1,2024/4/13,广东
西西,庚希妹妹干涸的嘴唇特写很细节，还有两个片段印象深刻：一个是李庚希和彭彭那场“胡来”的婚礼，“胡来”是生病的“特权”；另一个是彭彭拍的李庚希的日常vlog，让憔悴的病人短暂当了回“正常人”，对于病人来说，做“正常人”是多么宝贵。（彭昱畅怎么跟谁都配一脸！）,4,3,2024/2/10,四川
海滩~,复映后终于补看完，在电影院里一会笑一会哭，让最近压抑的情绪随着故事都释放了。影片很打动人，俩青年主演也表现出色，发现自己很喜欢此类型片，小人物之间的羁绊很细节，很落地。＂摇太阳＂这个概念有意思，让人愿意去相信：当你虔诚地去摇太阳，生命中的每个周五都是晴天。,5,6,2024/3/24,湖南
断肠人在刷牙,观影之前期待过低，以至于感觉还行，拍摄手法很成熟了，没有太多可说的，很韩廷，台词巨多，留下印象的只有一句千万别丧。,3,0,2024/4/20,云南
Peter Cat,可能是韩延最好的一部。 with xlx,4,0,2024/4/2,北京
乍暖,"韩延导演“生命三部曲”终章收尾竟如此温暖而炽热，可以说是三部曲最佳。影片用一段撒欢活力的青春爱情，传递了向阳而生的人生态度，男女主角在逆境中相互救赎，用不倒的意念最终摇醒了太阳。导演熟练掌握了此类题材的创作模式，极大消解了纪实报道的严肃性，彭昱畅和李庚希的表演也让两个人物真实可信，“再来一瓶”以及“投名状”的设计巧思很妙，观众陪着他们一起笑一起哭，流下也就忘记了的泪珠, 是照耀心胸的阳光。",4,7,2024/2/10,江苏
江来,这两个演员可不敢给自己定死在类型演员上啊,4,0,2024/4/11,河南
鲜有废客,"完全不用担心这部病患题材的影片不符合过年的喜庆气氛，彭昱畅的喜剧天赋在片中真的是发挥到了极致，连说话时的声音语调，都能精准拿捏观众的笑点。

李庚希的戏份也是看点十足，泪点和痛点都被她诠释地非常到位，几乎每个戏份都能调动观众的情绪。

家庭戏也很不错，尤其是吕母在凌敏面前假装打骂吕途那场戏，真的是太搞笑了，跟春节档合家欢的气氛简直不要太搭！

整部电影看下来，情绪就好像坐上了过山车，笑得酣畅，哭得淋漓，过瘾！",5,13,2024/2/10,安徽
半夜吃榴莲,剧情假,3,1,2024/4/2,江苏
黑色大丽花,同样是韩延“生命三部曲”很公式化的拍法。但是豆瓣的伪文青们也没必要集体打两星吧？仍然不失为今年春节档最佳。一些这辈子一首诗都没写过的人装文青，装清高，可笑至极。诶😩为什么😢左边单边眼眶流泪了呢？是因为洋葱🧅熏出来的吗？没理由啊，我平时对影片要求这么高的人，也会看到流泪吗？是因为长沙取景吗？是因为亲戚朋友也有淋巴癌患者吗？反正祝大家新的一年里都健健康康的。哼哼，看了电影，等我真的领证那天，估计抱着结婚证也会摸半天不敢相信吧。因为估计人生中很难真的等到这一天。因为我是喝性格乖张，喜欢跟人辩驳的人。,4,9,2024/2/10,湖南
子皿与舟,去春节档就是赌博行为，只不过赌输了。春节档大片（大特效、大笑、大情怀）就是刚需，用喜剧元素来试图遮盖大哭片的事实（哪怕是HE），确实有一点头铁。,3,0,2024/2/19,北京
非人类shang,相信小鸟的监听，相信睡觉流口水是外星人的天赋，相信太阳可以在阴雨天被摇醒，从此周五的体育课都是晴天，再来一瓶也可以不断延续。所以我们一起摇太阳，重要的不是太阳，而是一起。韩延生命三部曲的终章，答案还是留给了爱。没头脑与不高兴、对于我，哭得最惨最感人的并不是他们与病魔斗争的痛苦，不是他们哭的时候，却是吕途闻着凌敏的脚气，舔着她的泪，录着她拉稀。,5,3,2024/2/11,四川
井戒,7️⃣印象中故事很早就看过，后来也见到过一版不知道哪里来的大纲，最后没想到真的拍成了电影，圆满了韩延的生命三部曲。第一个泪点是凌敏向中介控诉自己必须在同一个小区租房的必要性，声嘶力竭地喊着想活下去。不同的诉求、类似的心情可能曾经发生在很多普通人身上吧。但不能理解的是，前期两个人的妆都太脏了，感觉没有必要那么脏。以及吕途的骚扰行为有些过了。,4,4,2024/2/10,北京
Strelizeia,两个人演的都挺好的，笑着笑着就哭了，生活未必总是如此幸运，这也是为什么我们选择相信。,4,2,2024/2/11,福建
火火,彭彭非常有感染力！吕途脑回路仿佛从隔壁宇宙探索娱乐部穿越而来，有笑有泪很精彩的演出。生命三部曲都喜欢，而这部最好！生命诚可贵，爱情价更高，是生命三部曲永恒主题，特别棒！,5,3,2024/3/22,北京
baobaodu,一秒哭后下一秒就笑，生活还是要多看看日出。记录一下第一次阿那亚包场看电影。,4,0,2024/3/30,河北
Minmay,从头哭到尾，太猛了,5,1,2024/4/6,加拿大
Gore赞,这是一部充满温暖生活底色的作品，用一个充满爱的故事告诉我们要用力的活下去，每个人都有追求美好的权利，活在当下，爱在当下，尊重自己，也要尊重生命。,5,7,2024/2/10,湖北
杜边生,爱情遇上重症，青春本身便是解药。其实主角应该试试东X特饮。我曾经拧开一瓶是再来一瓶，就这样连续拧开七瓶都是再来一瓶。,4,1,2024/3/30,广西
纵溺七寸,不想再多听一句奥利给谢谢,2,12,2024/2/11,江苏
Crazy Ivan,纵百汇  同是惨淡人生中的温情相拥，主演表现比《小红花》还好些，“夏东海”又不省心了——病来如山倒，家人要肾重！,4,5,2024/2/10,广西
丁卯,演员很棒、化妆很棒、取景很棒，从肿瘤君、小红花到摇太阳，真是一部比一部好，可惜春节档这样的好片子却落了一个排片低不得不改档的结局,4,2,2024/2/19,北京
球宝宝,生死之间的爱情总会显得格外动人。二人拯救了对方，也拯救了自己，成为照亮彼此生命的一处光。这其实不是一部很严肃的，通过病症题材去思考人生的片子。作为韩延的生命三部曲之一，实在没想到这部居然会是happy ending，意外之喜。,5,1,2024/3/23,云南
Vaningggg,七分片。李庚希演得特别特别好，角色很生动，表达很精准，情绪很流畅，情感很真实，非常能get到她，非常能共情。男主角色太过奇怪，开始小动作太多，弄得花里胡哨的，表演有些刻意。看过纪实原文，写的很真实生动克制，电影为了戏剧性商业性增加了很多喜剧元素，前面过于喧闹，好在后面都把前面的剧情回应好了。另外不太喜欢韩延电影里为了贴近时代整很多网络用语插一些英文，有点出戏。,4,5,2024/2/14,
Tazusa,今天刷了两部电影，热辣和这部，这部确实不适合放在春节档。影片内容怎么说呢，深有体会经历过的人一定会共情，没有经历过的怎么都不会有真正意义上的理解。对于这两个年纪的演员来说，表演的很不错了。,4,3,2024/2/13,吉林
唐小万,韩延套路太深，以及有小红花在前已经没什么惊喜了。怎么没人夸夸徐帆？,3,4,2024/2/10,广东
Hercules-apple,你们两个一定要跟我幸福啊！！！！！,4,3,2024/2/15,湖北
arrcmis,之前没看上，但一直想看看这片子到底什么样，点映赶紧买了票。看完只能说太好哭了，不是强行催泪那种，是那种生活美好又残酷交织在一起的复杂心理，也会让我自己和自己完成一场特殊的内心交流：我还好吗，我的生活还好吗，明天要不要去晒晒太阳......或许这就是人生，这是我今年目前为止看过最好的国产爱情片，有着相濡以沫的点滴记录。韩延导演的水平依旧，不论从故事深度，还是真实性上，都有不同程度的刻画，观影体感非常流畅。,4,11,2024/3/22,北京
喝豆乳也没用,彭昱畅 to all 90s生: 让你们看看他妈的什么叫会演！,4,7,2024/2/11,湖南
小Echo不二气,个人觉得是“生命三部曲”里最好的一部（毕竟是三部片子整体水平就摆在那）至少这次开过颅的脑肿瘤患者是正经剃了光头的，脑袋上也是有疤的（比小红花里白皙锃亮的大脑瓜子不知好多少）李庚希和彭彭的表演还是很细腻的，这点给了我惊喜。然后就是奥利给的烂梗，隔空一人一句的奥利给真的让人很尴尬，一秒消灭所有感动情绪的程度。,3,13,2024/2/11,云南
bAn$HeE,两位年轻演员的演技确实没的说,5,3,2024/4/7,福建
小年左,他从在马路对面喂猫咪那一刻开始，变得有点像个好人了；在婚礼上为她揍流氓开始喜爱上升；捏坏她的篓之后送她去医院、替她搬家、因为心疼她他哭的像个孩子，那一刻她开始感到除了爸妈自己也有人疼爱了；天台对讲机“表白”直到肾源反悔，事情被推进至所有人最期待的那一幕：他们决定结婚。幸福生活刚刚开始就在转而担心他的复发中果然复发了…完全完整的标准套路一路走过来，虽然没有意料之外，但都也在情理之中，加上两个年轻人特别好的演出，彭昱畅尤其好，让套路之下的故事有了血肉，令人信服和更放心地为他们感动/哭鼻子了。他给她发的那一段从认识开始拍的她的视频合集是好中之好，片尾出院花絮也是。,4,2,2024/4/5,北京
